Position Title,Company Name,Salary,city,State Name,Job Title,Skills,Tools
Supervisory Management and Program Analyst,Department of the Treasury,$92143,No location provided,,Management program Analyst, , 
Management and Program Analyst (Project Manager),Department of the Treasury,$93081,No location provided,,Management program Analyst, ,AI 
Management and Program Analyst (Public Notice Flyer),Department of Commerce,$72750,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst (Program Coordinator),Department of Transportation,$82586,College Park,Georgia,Management program Analyst,Data Analysis , 
MANAGEMENT AND PROGRAM ANALYST (SURETY BRANCH CHIEF),Department of the Army,$12253,Pentagon,Virginia,Management program Analyst,Data Analysis ,AI 
"Management and Program Analyst (Financial), GS-0343-13/14",Department of Homeland Security,$10369,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst (Workforce Management),Department of the Army,$49157,Baltimore,Maryland,Management program Analyst, ,HTML 
"Management and Program Analyst, GS-0343-13 (TERM, NTE 1 YEAR) (MP)",Department of Education,$10369,Washington,District of Columbia,Management program Analyst, , 
"Management and Program Analyst, GS-0343-13 (TERM, NTE 1 YEAR) (DE)",Department of Education,$10369,Washington,District of Columbia,Management program Analyst, , 
Supervisory Management and Program Analyst (Data Analytics),Department of Defense,$12807,No location provided,,Management program Analyst, ,"Excel, Machine Learning "
Management and Program Analyst Temp NTE 1 Year MBE Up to 2 Years,Department of the Treasury,$12807,No location provided,,Management program Analyst,Statistics , 
"Management and Program Analyst, (1 Year Roster), NTE 1 Year, MBE, MBP",Department of the Treasury,$54456,Austin,Texas,Management program Analyst, ,AI 
Management and Program Analyst (Organizational Development),Legislative Branch,$12253,Washington,District of Columbia,Management program Analyst, ,HTML 
SUPERVISORY MANAGEMENT AND PROGRAM ANALYST (Chief-Resolution and Audits),Department of Homeland Security,$93907,No location provided,,Management program Analyst, ,Scala 
"Management and Program Analyst (Project Manager) TEMP NTE 1 YEAR, MBE, MBMP",Department of the Treasury,$92143,No location provided,,Management program Analyst, ,AI 
Supervisory Management and Program Analyst (Program Operations Supervisor),Department of the Treasury,$10999,No location provided,,Management program Analyst, , 
Management and Program Analyst (Records Management Analyst),Department of Justice,$10369,Washington,District of Columbia,Management program Analyst,Data Collection , 
Management and Program Analyst (Finance and Budget Analyst - AJG-R3),Department of Transportation,$73336,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Homeland Security,$79468,No location provided,,Management program Analyst, , 
Management and Program Analyst,Department of Homeland Security,$10369,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Other Agencies and Independent Organizations,$72755,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Transportation,$10094,Des Moines,Washington,Management program Analyst, , 
Management and Program Analyst,Department of the Treasury,$92914,No location provided,,Management program Analyst, ,AI 
Management and Program Analyst,Department of Health And Human Services,$12253,No location provided,,Management program Analyst, , 
MANAGEMENT AND PROGRAM ANALYST,Other Agencies and Independent Organizations,$10369,College Park,Maryland,Management program Analyst, , 
Management and Program Analyst,Department of the Treasury,$92143,No location provided,,Management program Analyst, ,AI 
Management and Program Analyst,Department of State,$10369,Arlington,Virginia,Management program Analyst, ,AI 
Management and Program Analyst,Executive Office of the President,$12253,Washington,District of Columbia,Management program Analyst, ,Scala 
Management and Program Analyst,Department of the Treasury,$53433,No location provided,,Management program Analyst, , 
Management and Program Analyst,Department of the Treasury,$70275,Philadelphia,Pennsylvania,Management program Analyst, ,Excel 
Management and Program Analyst,Department of Homeland Security,$83523,Dallas,Texas,Management program Analyst, , 
Management and Program Analyst,Department of Defense,$58535,Joint Base Lewis-McChord,Washington,Management program Analyst,Data Analysis , 
Management and Program Analyst,Department of the Treasury,$97078,Atlanta,Georgia,Management program Analyst, , 
Management and Program Analyst,Department of Defense,$77488,Battle Creek,Michigan,Management program Analyst,Statistics , 
Management and Program Analyst,Department of Health And Human Services,$12253,District of Columbia,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Health And Human Services,$12253,District of Columbia,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Defense,$55309,Whitehall,Ohio,Management program Analyst, , 
Management and Program Analyst,Department of the Treasury,$10888,No location provided,,Management program Analyst, , 
Management and Program Analyst,Department of Energy,$12253,Germantown,Maryland,Management program Analyst, , 
MANAGEMENT AND PROGRAM ANALYST,Department of the Navy,$87198,Washington Navy Yard,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Court Services and Offender Supervision Agency for DC,$60129,Washington DC,District of Columbia,Management program Analyst,Data Collection ,"HTML, AI "
Management and Program Analyst,Other Agencies and Independent Organizations,$97078,Atlanta,Georgia,Management program Analyst,Data Analysis ,Excel 
Management and Program Analyst,Department of Transportation,$84886,Des Moines,Washington,Management program Analyst, , 
Management and Program Analyst,Department of Transportation,$84886,Des Moines,Washington,Management program Analyst, , 
MANAGEMENT AND PROGRAM ANALYST,Department of Homeland Security,$46083,No location provided,,Management program Analyst, ,Excel 
Management and Program Analyst,Department of the Treasury,$87198,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of the Treasury,$65887,Austin,Texas,Management program Analyst, ,Excel 
Management and Program Analyst,Department of Housing and Urban Development,$72750,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Housing and Urban Development,$60129,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Labor,$10369,Washington,District of Columbia,Management program Analyst, ,AI 
Management and Program Analyst,Department of Homeland Security,$72750,Washington,District of Columbia,Management program Analyst, , 
MANAGEMENT AND PROGRAM ANALYST,Department of the Navy,$77862,Naval Shipyard,Virginia,Management program Analyst, , 
Management and Program Analyst,Department of Health And Human Services,$10369,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Health And Human Services,$10369,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of the Treasury,$10888,No location provided,,Management program Analyst, , 
Management and Program Analyst,Department of Veterans Affairs,$10369,Washington,District of Columbia,Management program Analyst, ,VBA 
Management and Program Analyst,Department of Agriculture,$35852,Pittsfield,Massachusetts,Management program Analyst, ,Excel 
Management and Program Analyst,Department of the Interior,$72750,Falls Church,Virginia,Management program Analyst, , 
Management and Program Analyst,Department of Homeland Security,$60129,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Agriculture,$35265,No location provided,,Management program Analyst, , 
Management and Program Analyst,Department of Transportation,$61044,No location provided,,Management program Analyst, ,Excel 
Management and Program Analyst,Department of Transportation,$61044,No location provided,,Management program Analyst, ,Excel 
MANAGEMENT AND PROGRAM ANALYST,Department of the Air Force,$10369,Joint Base Anacostia-Bolling,District of Columbia,Management program Analyst, ,AI 
Management and Program Analyst,Department of Veterans Affairs,$10369,Washington,District of Columbia,Management program Analyst, ,HTML 
MANAGEMENT AND PROGRAM ANALYST,Department of the Air Force,$64649,Hill AFB,Utah,Management program Analyst, ,AI 
Management and Program Analyst,Department of State,$12253,Washington,District of Columbia,Management program Analyst, , 
Management and Program Analyst,Department of Veterans Affairs,$92143,No location provided,,Management program Analyst, , 
Management and Program Analyst,Department of Agriculture,$55355,Phoenix,Arizona,Management program Analyst, , 
Management and Program Analyst,Department of Transportation,$84886,Des Moines,Washington,Management program Analyst, , 
Management and Program Analyst,Department of Transportation,$84886,Des Moines,Washington,Management program Analyst, , 
Management and Program Analyst,Department of Transportation,$10889,Washington,District of Columbia,Management program Analyst, , 
MANAGEMENT AND PROGRAM ANALYST - TITLE 5,Department of the Air Force,$81638,Atlanta,Georgia,Management program Analyst, , 
Senior Management and Program Analyst,Other Agencies and Independent Organizations,$12253,Rockville,Maryland,Management program Analyst, ,Excel 
