Job Title,Category,Skills,Tools,Type,Salary
Statistician,Statistician,"Data Cleaning , Data Collection, Statistics ",Excel ,Non-Government,"$144,128 - $172,500 a year"
Applied Statistician,Statistician,Statistics ,"Python, Excel ",Non-Government,"$73,080 - $135,720 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Biostatistician I,Statistician,Statistics ,Excel ,Non-Government,"$39,300 - $64,349 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Biostatistician I,Statistician,Statistics ,Excel ,Non-Government,"$50,400 - $56,000 a year"
Game Night Stat Crew Statistician,Statistician,Statistics , ,Non-Government,
R&D Statistician,Statistician,Statistics ,"Python, SQL, Machine Learning ",Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
"Director, Data Science Engineering- SMB Labs",Statistician, , ,Non-Government,"$214,000 - $310,000 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Bayesian Statistician,Statistician,"Data Mining, Statistics ","Machine Learning, AI ",Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
"Statistician, Global Media Lab",Statistician, ,"Python, SQL, Machine Learning ",Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
"Statistician, People Analytics",Statistician,"Data Analysis, Statistics ","Python, SQL, Scala, AI ",Non-Government,
"Manager, Epidemiology",Statistician,Data Visualization ,Excel ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Biostatistician - ALL LEVELS - ALL REMOTE,Statistician,"Data Visualization, Data Analysis, Statistics ","Python, Excel ",Non-Government,
Principal Statistician,Statistician,"Data Cleaning , Data Collection, Statistics ",Excel ,Non-Government,
Statistician 4 (contract),Statistician,Data Collection , ,Non-Government,
Statistician - Remote Available,Statistician,"Data Mining, Statistics ",Machine Learning ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Research Economist Research Mathematician Research Statistic...,Statistician,Statistics , ,Non-Government,"$119,611 - $168,386 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Research Data Analyst 1,Statistician,Data Analysis ,"SQL, HTML ",Non-Government,
Athletics Gameday Statistician,Statistician,Statistics , ,Non-Government,
Biostatistician II,Statistician,"Data Collection, Statistics ",Excel ,Non-Government,
Psychometric Support/Research Assistant,Statistician,Data Analysis ,"Scala, Machine Learning ",Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Interdisciplinary (Data Scientist),Statistician,"Data Analysis, Statistics ","Python, SQL ",Non-Government,"$92,143 - $119,787 a year"
Biostatistician 1,Statistician,"Data Analysis, Statistics ",Excel ,Non-Government,
Biostatistician,Statistician,"Data Analysis, Statistics ","Python, Excel, Machine Learning ",Non-Government,
"Data Scientist (O*NET 15-2041, Statistician)",Statistician,"Data Analysis, Statistics ","Python, SQL, Machine Learning, Deep Learning ",Non-Government,
QA Specialist - Lab Testing,Statistician, ,Excel ,Non-Government,"$58,600 - $74,000 a year"
Statisticians/Methodologists Part Time,Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Research Data Analyst,Statistician,Data Analysis ,"SQL, HTML ",Non-Government,$23.41 - $32.23 an hour
"Manager, Pharmacometrician",Statistician,Statistics , ,Non-Government,
Entry Level SAS Programmer,Statistician,"Data Integration, Statistics ",Excel ,Non-Government,
"Senior Statistician - Innovative Biopharma – Rayleigh, NC",Statistician, ,Excel ,Non-Government,"$100,000 - $120,000 a year"
Bioinformatics Analyst III,Statistician,Data Analysis ,"Python, AI ",Non-Government,
Mathematical Statistician,Statistician,"Data Collection, Data Analysis, Statistics ", ,Non-Government,"$64,649 - $172,500 a year"
LAB MANAGER,Statistician,"Data Analysis, Statistics ", ,Non-Government,
"Statistician, Atmospheric Extremes",Statistician,Statistics ,"Python, HTML, Excel, Machine Learning, AI ",Non-Government,
"Manager, Epidemiology",Statistician,Data Visualization ,Excel ,Non-Government,
Service Fellow / Statistician,Statistician,"Data Visualization, Data Analysis, Statistics ","Python, Excel ",Non-Government,"$81,000 - $97,000 a year"
Machine Learning Co-op,Statistician,Statistics ,"Python, Scala, Machine Learning ",Non-Government,
Senior Statistician,Statistician, ,Excel ,Non-Government,
Research Mathematical Statistician,Statistician,Statistics ,"Machine Learning, AI ",Non-Government,"$87,198 - $113,362 a year"
"Data Scientist (O*NET 15-2041, Statistician)",Statistician,"Data Analysis, Statistics ","Python, SQL, Machine Learning, Deep Learning ",Non-Government,
Biostatistician,Statistician, ,Excel ,Non-Government,"$53,020 - $72,935 a year"
Statistician,Statistician, ,Excel ,Non-Government,
Senior Epidemiologist - Watson Health,Statistician,Data Collection ,"Cloud, AI ",Non-Government,"$115,000 - $222,000 a year"
Client Solutions Statistician,Statistician,"Data Mining, Statistics ","Python, SQL, Excel, Machine Learning ",Non-Government,"$67,000 - $84,000 a year"
Director of Lineberger Bioinformatics Core,Statistician,"Data Analysis, Statistics ","Machine Learning, CCC ",Non-Government,
Senior /Intermediate Data Analyst/Statistician,Statistician,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Economist,Statistician,"Data Analysis, Statistics ",AI ,Non-Government,"$87,198 - $159,286 a year"
Physical Scientist/Biologist/Mathematical Statistician (Data...,Statistician,"Data Visualization, Statistics ","Python, JavaScript ",Non-Government,"$53,433 - $69,462 a year"
Biostatistician,Statistician, ,Excel ,Non-Government,
Principal Biostatistician-North Carolina,Statistician,Statistics ,"Python, Machine Learning, AI ",Non-Government,
Biostatistician,Statistician, ,Excel ,Non-Government,"$52,495 - $72,210 a year"
Senior Research Analyst,Statistician,"Data Visualization, Statistics ","Python, Excel, Machine Learning ",Non-Government,
Data Scientist 3 (Remote Work Possible),Statistician,"Data Mining, Data Visualization, Data Extraction, ETL, Statistics, API ","Python, SQL, Spark, Cloud, Tableau, Machine Learning, AI ",Non-Government,
Data Scientist,Statistician,"Data Analysis, Statistics ","Python, SQL, Machine Learning, Deep Learning ",Non-Government,
Data Scientist,Statistician,"Data Analysis, Statistics ","Python, SQL, Machine Learning, Deep Learning ",Non-Government,
Statistician 3,Statistician, ,"SQL, AI ",Non-Government,"$60,362 - $91,678 a year"
Statistician Senior,Statistician,"Data Collection, Data Analysis, Statistics ",Excel ,Non-Government,
Biostatistician 1,Statistician,"Data Analysis, Statistics ",Excel ,Non-Government,
"AVP, Credit Model Development",Statistician,"Data Visualization, Statistics ","Python, Spark, Cloud, Excel, Tableau, Hadoop, Machine Learning ",Non-Government,"$75,000 - $150,000 a year"
Biostatistician I,Statistician,"Data Collection, Statistics ",Excel ,Non-Government,
Senior Applied Statistician,Statistician,Statistics ,"Python, SQL, Cloud, Scala ",Non-Government,
Bayesian Statistician,Statistician,"Data Mining, Statistics ","Machine Learning, AI ",Non-Government,
Sr Expert Quantitative Safety Statistician,Statistician,Statistics ,Excel ,Non-Government,
"Manager, Epidemiology",Statistician,Data Visualization ,Excel ,Non-Government,
Physical Scientist/Biologist/Mathematical Statistician (Data...,Statistician,"Data Visualization, Statistics ","Python, JavaScript ",Non-Government,"$77,488 - $100,739 a year"
Research Statistician,Statistician,Statistics ,Excel ,Non-Government,
Senior Research Data Analyst,Statistician,Statistics ,"Python, SQL, Excel ",Non-Government,"$80,000 - $100,000 a year"
Biostatistician I,Statistician,"Data Collection, Statistics ",Excel ,Non-Government,"$39,300 - $64,349 a year"
Research Statistician,Statistician,Statistics ,Excel ,Non-Government,"$71,987 - $93,588 a year"
"Director, Data Scientist",Statistician,"Data Mining, Statistics ","Python, Spark, Excel, Machine Learning ",Non-Government,
Game Night Stat Crew Statistician,Statistician,Statistics , ,Non-Government,
"BIOSTATISTICIAN II, DCRI Outcomes",Statistician,"Data Collection, Statistics ", ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Data Scientist,Statistician,"Data Analysis, Statistics ","Python, SQL, Machine Learning, Deep Learning ",Non-Government,
SAS Programmer - Remote (Full-time or Part-time),Statistician, ,"SQL, HTML, Excel ",Non-Government,
Statistician/Data Scientist - Enterprise Analytics,Statistician,"Data Mining, Data Visualization, Statistics ","Python, SQL, Cloud, Excel, Scala, Machine Learning ",Non-Government,
Data Analyst – Regional MG Care Delivery Analytics (O*NET 15...,Statistician,"Data Extraction, Statistics ","Python, SQL, JavaScript, Excel, Tableau ",Non-Government,
Senior Statistician,Statistician, ,Excel ,Non-Government,
Medical Device Research Engineer I,Statistician, , ,Non-Government,
"Senior Machine Learning Scientist, Conversational AI",Statistician,Statistics ,"Python, PyTorch, Hadoop, Scala, Machine Learning, AI ",Non-Government,
"Senior Director, Clinical Development Lead - Cell Therapy",Statistician, ,"GCP, Excel ",Non-Government,
Statistician (Remote),Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,
Interdisciplinary (Data Scientist),Statistician,"Data Analysis, Statistics ","Python, SQL ",Non-Government,"$92,143 - $119,787 a year"
Statistician - Orthopedic Research / McGovern Medical School,Statistician, , ,Non-Government,
Statistician 1,Statistician,Statistics ,"Python, HTML, Machine Learning ",Non-Government,
Statistician,Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,
"Senior Scientist A, SRNL Statistician/Data Scientist",Statistician,"Data Analysis, Statistics ","Excel, Machine Learning ",Non-Government,"$86,400 - $137,040 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Associate Principal Statistician (Remote),Statistician,Statistics , ,Non-Government,
Senior Statistical Programmer (Sr. Associate),Statistician,Statistics ,Excel ,Non-Government,
Economist - Full Time Opportunities 2022,Statistician,Statistics ,"Python, Excel, Machine Learning ",Non-Government,
Biostatistician I,Statistician,"Data Collection, Statistics ",Excel ,Non-Government,
Data Scientist – Health Outcomes Statistician,Statistician,"Data Analysis, Statistics ",Python ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Principal Statistician (R&D),Statistician,Statistics ,Machine Learning ,Non-Government,"$100,000 - $120,000 a year"
Senior Statistician,Statistician,"Data Analysis, Statistics ",Excel ,Non-Government,"$73,800 - $155,900 a year"
"Statistician, BIO5 Institute",Statistician,"Data Visualization, Data Analysis, Statistics, API ","Python, Excel ",Non-Government,"$65,000 - $75,000 a year"
LAB MANAGER,Statistician,"Data Analysis, Statistics ", ,Non-Government,
Mathematical Statistician - Direct Hire,Statistician,"Data Collection, Data Analysis, Statistics ", ,Non-Government,"$107,807 - $140,146 a year"
Statistician,Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,"$60,129 - $113,262 a year"
Senior Statistician (Remote),Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,
"VP, US Rates Trading Statistician, Markets",Statistician,"Data Collection, Data Visualization, Data Analysis, Statistics ","Python, Excel, VBA ",Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Statistician/Data Scientist,Statistician,"Data Analysis, Statistics ","Excel, Machine Learning ",Non-Government,
Statistician,Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,
Senior Statistician,Statistician,"Data Analysis, Statistics ",Excel ,Non-Government,
Assistant Statistician,Statistician,Data Analysis ,Excel ,Non-Government,
Senior Research Data Analyst,Statistician,Statistics ,"Python, SQL, Excel ",Non-Government,"$80,000 - $100,000 a year"
Principal Statistician (Remote),Statistician,Statistics , ,Non-Government,
Workforce Analyst (Statistician),Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,"$85,000 - $95,000 a year"
Clinical Statistician IV,Statistician,Statistics ,"Python, Excel ",Non-Government,$98.00 - $98.93 an hour
Senior Statistician,Statistician,"Data Analysis, Statistics ",Excel ,Non-Government,
Economist,Statistician,Statistics ,"Python, Excel, Machine Learning ",Non-Government,"$87,198 - $159,286 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Statistician - Direct Hire,Statistician,"Data Collection, Data Analysis, Statistics ", ,Non-Government,"$64,009 - $118,603 a year"
Sports Statistician,Statistician,Statistics , ,Non-Government,
Data Analyst – Regional MG Care Delivery Analytics (O*NET 15...,Statistician,"Data Extraction, Statistics ","Python, SQL, JavaScript, Excel, Tableau ",Non-Government,
Statistician 1/2,Statistician,"Data Analysis, Statistics ", ,Non-Government,"$2,158 - $4,240 a month"
Director Pharmacometrics/Clin.Pharmacology,Statistician,Statistics , ,Non-Government,
Health Statistician - PD21E022 - Center for Quality Improvem...,Statistician,"Data Collection, Statistics ",AI ,Non-Government,"$103,690 - $134,798 a year"
Statistician,Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,
Sports Statistician,Statistician,Statistics , ,Non-Government,
Research Specialist,Statistician, ,Excel ,Non-Government,$16.28 - $22.38 an hour
"Staff Data Scientist - Houston, TX or Remote U.S.",Statistician,Statistics , ,Non-Government,
Senior Methodologist | Mail Survey Expert (Remote U.S.),Statistician,"Data Cleaning , Data Collection ",Excel ,Non-Government,
Senior Statistician,Statistician,"Data Analysis, Statistics ",Excel ,Non-Government,
Senior Applied Statistician,Statistician,Statistics ,"Python, SQL, Cloud, Scala ",Non-Government,
Statistical Data Analyst III - Brown School,Statistician,Statistics , ,Non-Government,"$53,900 - $92,200 a year"
Research Statistician,Statistician,Statistics ,Excel ,Non-Government,
Medical Device Research Engineer I,Statistician, , ,Non-Government,
Statistician,Statistician,"Data Visualization, Data Analysis, Statistics ", ,Non-Government,"$80,000 - $90,000 a year"
MANAGER BIOSTATISTICS (REMOTE OR OFFICE),Statistician,Statistics , ,Non-Government,
Sports Statistician,Statistician,Statistics ,HTML ,Non-Government,
"Statistician, Atmospheric Extremes",Statistician,Statistics ,"Python, HTML, Excel, Machine Learning, AI ",Non-Government,
Senior Methodologist | Mail Survey Expert (Remote U.S.),Statistician,"Data Cleaning , Data Collection ",Excel ,Non-Government,
SAS Programmer I,Statistician,"Data Cleaning , Statistics ","Python, Excel, AI ",Non-Government,
Research Specialist,Statistician, ,Excel ,Non-Government,$16.28 - $22.38 an hour
Biostatistician II,Statistician,"Data Collection, Statistics ",Excel ,Non-Government,
Research Associate,Statistician,Statistics ,"Python, Excel, Machine Learning ",Non-Government,
Client Solutions Statistician,Statistician,"Data Mining, Statistics ","Python, SQL, Excel, Machine Learning ",Non-Government,"$67,000 - $84,000 a year"
"Data Scientist-Bio Statistics, SAS, Data science,HEOR,Epidem...",Statistician,Statistics ,"Python, SQL, Machine Learning ",Non-Government,$82.00 - $82.18 an hour
Senior Statistician/Data Scientist,Statistician,Statistics ,Excel ,Non-Government,
Bioinformatics Analyst III,Statistician,Data Analysis ,"Python, AI ",Non-Government,
Research Associate,Statistician,Statistics ,"Python, Excel, Machine Learning ",Non-Government,"From $50,000 a year"
Biostatistician I - PEDSNET,Statistician,"Data Analysis, Statistics ","Cloud, Excel ",Non-Government,
Senior Statistician,Statistician,Statistics ,Excel ,Non-Government,"$73,800 - $155,900 a year"
Statistician,Statistician,Statistics ,HTML ,Non-Government,"$80,000 - $90,000 a year"
Human Performance Scientist (Applied Muscle Physiologist) (S...,Statistician,"Data Mining, Data Analysis ",Excel ,Non-Government,
Engineering Statistician,Statistician,"Data Analysis, Statistics ","Python, Machine Learning ",Non-Government,
"VP, US Rates Trading Statistician, Markets",Statistician,"Data Collection, Data Visualization, Data Analysis, Statistics ","Python, Excel, VBA ",Non-Government,
Clinical Biospecimen Operations Manager,Statistician, ,"GCP, Excel ",Non-Government,"$99,000 - $125,000 a year"
Statistician Hospitalization (Statistician 12),Statistician,Statistics , ,Non-Government,$26.89 - $39.20 an hour
Senior Data Scientist - Ads Optimization,Statistician, , ,Non-Government,"$153,000 - $223,000 a year"
Biostatistician I,Statistician,"Data Collection, Statistics ",Excel ,Non-Government,
